"G_w_y_scaling","M_0","V_0","K_0","R_0","b_q","b_a","b_p","p_S","p_H_cond_S","phi_E","phi_U","phi_S","h_V","gamma","N_0","E_0","z_0","C_0","social_distancing_start_time","quarantine_start_time","PCR_sens","sigma_M","beta_w_3","beta_w_2","beta_w_1","beta_w_0","g_0","g_F","sigma_epsilon"
0,5,13,14,133.765084862292,0.256771719954735,0.640625,0.265625,0.69206550345344,0.575183418071719,1.09,1.09,0.2,0.125,70.3813063410514,8e+06,14056.873486595,22165.3379401473,0,17,22,0.9,0.311159951185215,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121
0,5,13,14,19.1586462020778,0.0976158255693681,0.140625,0.765625,0.222862093332967,0.0905185757089686,1.09,1.09,0.2,0.125,274.784562681009,8e+06,40507.8780918079,9327.62733532909,0,17,22,0.9,0.265804452417806,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121
0,5,13,14,191.068304192399,0.177193772762051,0.890625,0.515625,0.926667208513676,0.817515839253094,1.09,1.09,0.2,0.125,376.986190850988,8e+06,27282.3757892015,2908.77203292,0,17,22,0.9,0.333837700568919,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121
0,5,13,14,76.461865532185,0.336349667147418,0.390625,0.015625,0.457463798393203,0.332850996890344,1.09,1.09,0.2,0.125,172.58293451103,8e+06,831.371183988503,15746.4826377382,0,17,22,0.9,0.28848220180151,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121
0,5,13,14,162.416694527346,0.13740479916571,0.265625,0.390625,0.105561240802849,0.696349628662406,1.09,1.09,0.2,0.125,121.482120426041,8e+06,20669.6246378982,12537.0549865336,0,17,22,0.9,0.277143327109658,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121
0,5,13,14,47.8102558671314,0.296560693551076,0.765625,0.890625,0.574764650923321,0.211684786299656,1.09,1.09,0.2,0.125,325.885376765998,8e+06,47120.6292431112,25374.7655913518,0,17,22,0.9,0.322498825877067,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121
0,5,13,14,219.719913857453,0.216982746358393,0.015625,0.640625,0.340162945863085,0.938682049843781,1.09,1.09,0.2,0.125,223.68374859602,8e+06,33895.1269405047,18955.9102889427,0,17,22,0.9,0.299821076493362,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121
0,5,13,14,105.113475197239,0.0578268519730265,0.515625,0.140625,0.809366355983558,0.454017207481031,1.09,1.09,0.2,0.125,19.280492256062,8e+06,7444.12233529174,6118.19968412454,0,17,22,0.9,0.345176575260771,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121
0,5,13,14,33.4844510346046,0.0777213387711973,0.578125,0.328125,0.398813372128144,0.635766523367062,1.09,1.09,0.2,0.125,249.234155638514,8e+06,50427.0048187628,23770.0517657496,0,17,22,0.9,0.339507137914845,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121
0,5,13,14,148.090889694819,0.236877233156564,0.078125,0.828125,0.868016782248617,0.151101681004312,1.09,1.09,0.2,0.125,44.8308992985567,8e+06,23976.0002135498,10932.3411609314,0,17,22,0.9,0.294151639147436,0.01215073,0.9810086,-37.23481,229.4094,1183.3,0.1162005,109.1121
